status,EAR,MAR,MOE,pupil,n_EAR,n_MAR,n_MOE,n_pupil
0,2.469510142,0.956859831,0.387469488,0.077178391,-2.495805372,-1.184433659,-0.299504828,1.653031355
0,2.537387408,0.93922999,0.370156322,0.076695824,-1.277357974,-1.49247434,-1.292826107,1.555498432
0,2.532558195,0.985352668,0.389074048,0.077513873,-1.364045949,-0.686587251,-0.207445223,1.720836624
0,2.472538034,0.956037432,0.386662376,0.074471815,-2.44145246,-1.19880318,-0.345811862,1.105998022
0,2.552470932,0.982434424,0.384895441,0.079686121,-1.006597497,-0.737576815,-0.447187593,2.159875604
0,2.48267298,1.004915645,0.404771653,0.074520215,-2.259522646,-0.344769501,0.693185215,1.115780248
0,2.298195653,0.96118996,0.418236784,0.09441562,-5.571027842,-1.108774682,1.465730315,5.136895108
0,2.474287627,0.982980163,0.39727805,0.076786512,-2.410045963,-0.728041303,0.26324911,1.573827615
0,2.431389121,1.007853524,0.414517576,0.082946764,-3.18010605,-0.293436865,1.252345365,2.818893124
0,2.579299661,0.999015909,0.387320607,0.080791214,-0.525001869,-0.447853732,-0.308046732,2.38322908
0,2.518661647,0.974376043,0.38686262,0.083954394,-1.613499316,-0.878378388,-0.334323156,3.022548002
0,2.437620291,1,0.410236165,0.086648394,-3.068251922,-0.430659022,1.00670479,3.567039773
0,2.527587949,0.970164501,0.383830165,0.076605808,-1.453265562,-0.951965344,-0.508306425,1.537305113
0,2.591059476,0.895957435,0.345788062,0.073673226,-0.313904448,-2.248562116,-2.690924538,0.944593007
0,2.430644755,1.029563014,0.423576095,0.086156442,-3.193467981,0.085886249,1.772066606,3.467610007
0,2.344532457,0.955248659,0.407436739,0.092106594,-4.73924776,-1.21258517,0.846091218,4.670211478
0,2.386615414,0.977187875,0.409445053,0.095287088,-3.983827391,-0.829248132,0.961315726,5.313030007
0,2.460491362,0.946423918,0.38464834,0.080092097,-2.65769918,-1.366777101,-0.461364693,2.241928558
0,2.394248893,0.972693475,0.406262473,0.088105415,-3.84680076,-0.907777364,0.778719148,3.861522331
0,2.168582536,0.998906904,0.460626648,0.101058205,-7.89767968,-0.449758339,3.897795749,6.479446248
0,2.619441082,1.04995238,0.400830691,0.078169052,0.195566492,0.442143241,0.467077491,1.853256586
0,2.553626711,0.947035818,0.370859145,0.081126334,-0.985850417,-1.356085551,-1.252502512,2.450961132
0,2.494549725,1.026154864,0.411358753,0.073136611,-2.046326238,0.02633672,1.071111873,0.836136155
0,2.329964521,0.97258889,0.41742648,0.096013015,-5.000753034,-0.909604752,1.419240145,5.459748972
0,2.508942284,1,0.398574334,0.078551355,-1.787969115,-0.430659022,0.337621818,1.930525028
0,2.452341718,1.043536282,0.425526457,0.083927018,-2.803991352,0.330036773,1.883966154,3.017014914
0,3.050982621,0.977973899,0.32054391,0.06102035,7.942058012,-0.815514172,-4.139276204,-1.612714625
0,2.449812546,1.088162121,0.44418179,0.082753021,-2.84939187,1.109770066,2.954292565,2.779735214
0,2.747158198,1.047174934,0.381184795,0.067656706,2.488183699,0.393613801,-0.660081264,-0.271422389
0,2.479788913,1.104660305,0.445465459,0.081317223,-2.311293788,1.398037662,3.027941459,2.489542196
0,2.389256778,1.118864315,0.46828969,0.084352758,-3.936412936,1.646219865,4.337453179,3.103062451
0,2.486880733,1.0365793,0.416819064,0.079569671,-2.183990357,0.208479604,1.384390392,2.136339599
0,2.409297851,1.030052405,0.427532198,0.081958073,-3.576660771,0.094437227,1.999043038,2.61906607
0,2.242970494,1.007542533,0.449200084,0.084916105,-6.562360526,-0.298870709,3.242210899,3.21692208
0,2.333926143,1.082355719,0.463748916,0.097153861,-4.929638975,1.008316621,4.076931973,5.690328592
0,2.474244001,0.966276646,0.390534097,0.074256115,-2.410829091,-1.019896614,-0.123676758,1.062402312
0,2.323689592,0.948226589,0.408069388,0.092449628,-5.113392689,-1.335279598,0.88238864,4.739543077
0,2.212763364,0.973164472,0.439795998,0.09327039,-7.104600964,-0.899547782,2.702663254,4.905429606
0,2.277228422,1.059417901,0.4652225,0.098727679,-5.947405229,0.607531319,4.161477041,6.008417247
0,2.28386722,0.927234228,0.405993054,0.094843805,-5.828233881,-1.70207253,0.763261611,5.223436682
0,2.348866625,0.948288559,0.403721756,0.094259132,-4.66144622,-1.334196808,0.632948729,5.105266987
0,2.194438022,0.953433088,0.434477109,0.095446025,-7.433554471,-1.244308066,2.397498648,5.345153104
0,2.549151735,1.059753237,0.415727798,0.085008676,-1.066179557,0.613390541,1.321780346,3.235631934
0,2.633848582,0.969259306,0.368001149,0.066259456,0.454191822,-0.967781532,-1.416476431,-0.553824585
0,2.535243909,0.992857051,0.391621906,0.079775124,-1.315835372,-0.555465522,-0.061265066,2.177864264
0,2.300953215,1.025702019,0.445772653,0.088747446,-5.521527556,0.018424295,3.045566356,3.991284894
0,2.48934817,1.033215651,0.415054697,0.075746756,-2.139698029,0.149707624,1.283162045,1.363679841
0,2.46301792,1.050551539,0.426530205,0.083994004,-2.612345598,0.452612165,1.941554985,3.030553637
0,2.881642342,1.072586816,0.37221372,0.056183171,4.902274086,0.837627644,-1.174785461,-2.590370195
0,2.141207067,0.993220261,0.463859977,0.109764326,-8.389089713,-0.549119278,4.083303965,8.239064246
0,2.89755301,1.019074832,0.351701877,0.060250844,5.187882396,-0.097370464,-2.351626812,-1.76824162
0,2.492479441,1.03314148,0.414503511,0.075135376,-2.083489385,0.148411656,1.251538436,1.240112105
0,2.404046222,1.020942822,0.424676869,0.085718135,-3.670931426,-0.064731655,1.835222127,3.379022571
0,2.408376968,0.934022585,0.387822421,0.076136591,-3.593191314,-1.583461691,-0.279255778,1.442470476
0,2.384870477,0.808077626,0.338835016,0.085995722,-4.015150312,-3.784058465,-3.089846886,3.435126344
0,2.323970877,0.962703166,0.414249238,0.089494349,-5.108343401,-1.082334905,1.236949851,4.142243471
0,2.395220588,0.995416324,0.415584406,0.088023591,-3.829358117,-0.510748151,1.313553402,3.844984677
0,2.397203719,1.007408606,0.420243218,0.084690798,-3.79375943,-0.301210769,1.580846964,3.171384638
0,2.644049044,0.952896568,0.360392925,0.069871039,0.637297699,-1.253682512,-1.852988812,0.176122449
0,2.750481899,1.003926717,0.365000299,0.059482654,2.547846599,-0.362048734,-1.588646452,-1.923502443
0,2.485271425,0.980923515,0.394694722,0.08273937,-2.212878627,-0.763976464,0.115033937,2.776976107
0,2.286533236,1,0.437343304,0.095185624,-5.7803769,-0.430659022,2.561942991,5.292522747
0,2.52944742,1.054600253,0.416929107,0.075635543,-1.419886672,0.523354066,1.390703938,1.341202221
0,3.299824633,1.008135727,0.30551191,0.048931576,12.40895717,-0.288506011,-5.001718405,-4.056009905
0,2.53195795,0.927745684,0.366414333,0.07629366,-1.374820794,-1.693136013,-1.507518015,1.474215994
1,2.837086827,0.994555313,0.35055512,0.061789792,4.102469455,-0.525792323,-2.417420553,-1.457200471
1,2.731800592,1.032324286,0.377891523,0.068866843,2.212503251,0.13413308,-0.84902863,-0.026838396
1,2.718631655,1.059490642,0.389714671,0.061182279,1.976111039,0.6088023,-0.170690264,-1.579986676
1,2.663664013,1.069305679,0.401441651,0.072135352,0.989400977,0.780297358,0.50213053,0.633768944
1,2.330902118,1.18305738,0.507553437,0.080592006,-4.983922476,2.767845162,6.59016158,2.342966455
1,2.693001,1.172367026,0.435338504,0.066594672,1.516021712,2.581055958,2.446920099,-0.486072984
1,2.745995842,1.040323162,0.378850961,0.074475913,2.467318535,0.273894944,-0.793982084,1.106826118
1,2.828609948,1.127255328,0.398519184,0.063298728,3.950303174,1.792833397,0.334457632,-1.152225362
1,2.744431147,1.131907035,0.41243776,0.07402846,2.43923109,1.874111219,1.133018552,1.016390179
1,2.567712401,1.251608407,0.487441042,0.077851151,-0.73300181,3.96561575,5.436238065,1.789004792
1,2.688258943,1.241252579,0.461731033,0.071686823,1.43089827,3.784671609,3.96115846,0.543115556
1,2.738988165,1.069827673,0.390592295,0.068097002,2.341525524,0.789418004,-0.120337705,-0.182433089
1,2.640327895,1.060004431,0.401466967,0.071424186,0.570500309,0.617779582,0.503583001,0.490033221
1,2.58942362,1.285834873,0.496571848,0.080373076,-0.343269272,4.563644045,5.960106671,2.298717966
1,2.546530806,1.199449559,0.471013175,0.069174098,-1.113227185,3.054260561,4.493709733,0.035261845
1,2.63084683,1.06888625,0.406289807,0.073020559,0.400308139,0.772968809,0.780287406,0.812680538
1,2.744361016,1.104903698,0.402608728,0.062751653,2.437972186,1.402290392,0.569090139,-1.262796236
1,2.84032894,1.134596688,0.399459609,0.071945752,4.1606678,1.921106687,0.38841336,0.595448332
1,2.619078079,0.995867751,0.380235992,0.078524499,0.189050317,-0.502860514,-0.71451765,1.92509699
1,2.663395531,1.062477793,0.398918516,0.078506765,0.984581534,0.660995854,0.357368825,1.921512702
1,2.613968375,1.025914226,0.392473848,0.07927806,0.097327331,0.022132127,-0.012385955,2.077401334
1,2.718139419,1.063844305,0.391386953,0.070054762,1.967275029,0.684872496,-0.074745183,0.213255257
1,2.527531886,1.051416508,0.415985457,0.084346094,-1.454271921,0.467725494,1.336563255,3.101715565
1,2.564955202,1.093632787,0.426375005,0.086035098,-0.782495569,1.205357287,1.932650541,3.443084834
1,2.755606016,0.873877664,0.317127216,0.064895397,2.639828302,-2.634355034,-4.335304764,-0.8295181
1,2.774253453,1.02774024,0.370456505,0.072657476,2.974563674,0.054037481,-1.275603451,0.739296801
1,2.717356093,1.029891635,0.379005033,0.072535259,1.953213738,0.091628136,-0.785142385,0.714595204
1,2.444658564,1.097916585,0.449108354,0.083581133,-2.941909681,1.28020675,3.236948058,2.947107257
1,2.551012097,1.147417992,0.449789318,0.080196069,-1.032784678,2.1451293,3.276017495,2.262942574
1,2.695036214,1.109823102,0.411802667,0.070649331,1.552555313,1.488245583,1.096580906,0.333425286
1,2.700712888,1.094993664,0.405446158,0.070381897,1.654455841,1.229135475,0.731884121,0.279373444
1,2.753030044,1.061141368,0.385444892,0.072405207,2.593587691,0.637644926,-0.415663503,0.688310134
1,2.835625712,1.136342892,0.40073797,0.061688289,4.076241353,1.951617556,0.461757727,-1.477715628
1,2.771028906,1.058626306,0.382033657,0.056539244,2.916680657,0.593700027,-0.611378875,-2.518403121
1,2.749487568,1.057085108,0.384466226,0.065480364,2.529997622,0.566771155,-0.471813276,-0.71128892
1,2.642735078,1.101554728,0.416823743,0.067637578,0.613711039,1.343774883,1.384658858,-0.275288402
1,2.606450396,1.041595896,0.399622374,0.081241079,-0.037625991,0.296133019,0.397751819,2.474152421
1,2.688854216,1.109770328,0.412729824,0.066785332,1.441583851,1.487323489,1.149775376,-0.447538309
1,2.54986015,1.126009939,0.441596744,0.076989775,-1.053462978,1.771073118,2.805978782,1.614909833
1,2.652845542,1.107033221,0.417300293,0.075263518,0.795201376,1.439498871,1.41200028,1.266011236
1,2.582671438,1.121272021,0.43415202,0.072013156,-0.464475962,1.688288964,2.378847054,0.609071515
1,2.918915871,1.038160767,0.35566656,0.062088599,5.571361635,0.236112086,-2.124158076,-1.396807921
1,2.617585685,1.0650789,0.406893614,0.072460084,0.162260738,0.706444185,0.814930115,0.699401556
1,2.576579355,1.057309761,0.410354045,0.074000888,-0.573833379,0.570696449,1.013468003,1.010817661
1,2.721495301,1.097892327,0.40341511,0.07355789,2.0275156,1.279782896,0.615355297,0.921282084
1,2.736745018,1.01302802,0.370157985,0.063410021,2.301259366,-0.203024513,-1.292730711,-1.129731589
1,2.74478559,1.08469252,0.39518297,0.064620818,2.445593611,1.049146817,0.143046517,-0.885014176
1,2.583554126,1.288346252,0.498672058,0.070237424,-0.448631066,4.60752459,6.080603573,0.250173602
1,2.703715335,1.119547915,0.414077584,0.072877469,1.708352,1.658164194,1.227101421,0.783760235
1,2.682643401,1.068282181,0.398219972,0.077207182,1.330095119,0.762414111,0.317290757,1.658850434
1,2.530560264,1.068593417,0.422275428,0.08142247,-1.399910298,0.767852244,1.697442429,2.510813923
1,2.415774716,0.944983402,0.39117199,0.082961365,-3.460396225,-1.391946776,-0.087078444,2.821844216
1,2.456780608,0.963300368,0.392098653,0.081463458,-2.724309971,-1.071900186,-0.033912283,2.519098146
1,2.413298418,0.963014673,0.399045002,0.083521264,-3.504847616,-1.07689204,0.364625817,2.935006872
1,2.450160704,0.975099827,0.397973825,0.087183132,-2.843142179,-0.865731938,0.303168347,3.675117124
1,2.37554016,1,0.420956891,0.083458678,-4.18263644,-0.430659022,1.621793037,2.92235755
1,2.540423773,0.992974152,0.390869493,0.077734298,-1.222852971,-0.553419463,-0.104433815,1.765387313
1,3.11060342,1.179363592,0.379143026,0.049502411,9.012295687,2.703304762,-0.77722521,-3.940636819
1,2.679898799,1.342291189,0.500873835,0.075671612,1.280827462,5.550087547,6.206927791,1.348492101
1,2.590819624,1.188212822,0.458624295,0.075886783,-0.318209973,2.85792458,3.782913225,1.391980928
1,2.455564367,1.253678282,0.510545885,0.086056117,-2.746142412,4.001782015,6.761849538,3.447333093
1,2.575366472,1.293816298,0.502381433,0.074268392,-0.595605545,4.703100982,6.293424326,1.064883622
1,2.769261205,1.036987206,0.374463487,0.075807869,2.884949106,0.215606828,-1.045707917,1.376031394
1,2.501794373,1.079876931,0.431640962,0.078067995,-1.916279422,0.96500553,2.234778269,1.832831739
1,2.597812478,1.046463315,0.402824809,0.070852531,-0.192683031,0.381179909,0.581487495,0.374494412
1,2.557750696,1.03332022,0.403995676,0.081435966,-0.911821823,0.151534733,0.648664506,2.513541613
1,2.563537824,1.029563014,0.401618031,0.079395684,-0.807938568,0.085886249,0.512250141,2.1011746
1,2.505116434,1.146877704,0.457814131,0.082434126,-1.85664596,2.135689019,3.736431113,2.715282495
1,2.581199814,1.055329637,0.408852361,0.080573046,-0.490892715,0.536098369,0.927310737,2.33913439
1,2.469090468,1.110664955,0.449827566,0.080739876,-2.503338846,1.502955022,3.278211917,2.372853053
1,2.674701967,1.031275624,0.385566555,0.071495734,1.187540465,0.115810137,-0.408683237,0.504494134
1,2.57502386,1.031275624,0.400491677,0.080419369,-0.601755675,0.115810137,0.447626957,2.308074364
1,2.48416646,1.229641912,0.494991753,0.083749676,-2.232713578,3.581802062,5.869450712,2.981171915
1,2.561483677,1.030776406,0.40241381,0.078536008,-0.844812031,0.107087472,0.557906962,1.927423109
1,3.008628319,1.055329637,0.350767701,0.049299158,7.181766789,0.536098369,-2.405224019,-3.98171686
1,2.661666301,0.831879579,0.312540899,0.077334584,0.953540573,-3.368174403,-4.598438962,1.684600027
1,2.6879825,1.097892327,0.408444745,0.065446244,1.425935908,1.279782896,0.903924303,-0.718184973
1,2.529427593,1.171062459,0.462975284,0.084937558,-1.420242582,2.558261665,4.032545829,3.221257999
1,2.412132318,1.0747354,0.445554082,0.082887908,-3.525779989,0.875169176,3.033026105,2.806997625
1,2.702966741,1.113595994,0.411990269,0.072827981,1.694914176,1.554168151,1.1073443,0.773758198
1,2.607578004,1.110897672,0.426026631,0.07311414,-0.017384586,1.507021211,1.912663027,0.831594615
1,3.131737998,1.087059955,0.34711076,0.044757184,9.391677083,1.090512266,-2.615036434,-4.899707725
1,2.673115425,1.060004431,0.396542709,0.079003047,1.159060851,0.617779582,0.221059851,2.021817728
1,2.673115425,1.025536025,0.383648239,0.067789304,1.159060851,0.015523927,-0.518744244,-0.244622643
1,2.674166986,1.055473868,0.39469258,0.070310422,1.177937165,0.538618467,0.11491104,0.264927461
1,2.551864982,0.808753135,0.316926303,0.082806226,-1.017474766,-3.772255509,-4.34683189,2.790488681
1,2.13768294,0.901387819,0.421665815,0.099877953,-8.452350411,-2.153678729,1.662466663,6.24090214
1,2.253024973,0.835830642,0.370981526,0.092766504,-6.381875136,-3.299138711,-1.245481064,4.803587813
1,2.356354018,0.970824392,0.412002774,0.091844884,-4.52704195,-0.94043527,1.108061769,4.617316506
1,2.279806374,0.940204695,0.412405503,0.09115878,-5.901129078,-1.475443638,1.131167843,4.478646284
1,2.363920953,0.959192766,0.405763469,0.08329256,-4.391209838,-1.143671029,0.750089424,2.888782942
1,3.209611393,0.994528003,0.30985932,0.055173854,10.78956243,-0.526269515,-4.752291226,-2.794365934
1,2.677690362,0.95236882,0.355668017,0.07885443,1.241184378,-1.262903688,-2.124074511,1.991780206
1,2.588277579,0.950554206,0.36725358,0.084092749,-0.363841574,-1.294609861,-1.459367299,3.050511222
1,2.664641988,0.969262795,0.363749727,0.080565257,1.006956353,-0.967720564,-1.660396491,2.33756023
1,2.407981242,0.938965817,0.389939008,0.09314011,-3.600294881,-1.497090163,-0.15781923,4.879098224
1,2.810026295,1.067167069,0.379771204,0.068908433,3.61671278,0.74293011,-0.741184265,-0.01843239
1,2.776651036,1.125762426,0.40543893,0.058601058,3.017602069,1.766748401,0.731469449,-2.101684236
1,2.218000019,1.842368521,0.830644051,0.106509375,-7.010599107,14.2877819,25.12708166,7.581197216
1,2.586721432,1.238968416,0.478972494,0.076722562,-0.39177557,3.744761142,4.950365736,1.56090259
1,2.698967435,1.28946574,0.477762615,0.07113993,1.623123665,4.627085041,4.880950431,0.432581467
1,2.69516207,1.08565726,0.402817059,0.07140769,1.554814527,1.066003405,0.581042877,0.486699178
1,2.605858373,1.168941127,0.448581987,0.077962917,-0.048253248,2.521196288,3.206748385,1.811594139
1,2.796546875,1.149030143,0.410874623,0.060459544,3.374747169,2.173297922,1.043335522,-1.72606071
1,2.58570319,1.17346012,0.453826303,0.082269349,-0.410053757,2.600155237,3.507634463,2.681978999
1,2.603669111,1.139805818,0.437769075,0.079936925,-0.087552121,2.012124184,2.586371074,2.210566343
1,2.717925891,1.144665707,0.421154127,0.070625735,1.963442035,2.097039487,1.633109223,0.328656189
1,3.052867598,1.12929564,0.369913075,0.050972252,7.975894756,1.828483132,-1.306782113,-3.643563175
1,2.767296822,1.324110257,0.478485086,0.07544314,2.849686971,5.232417834,4.922401294,1.302315131
1,2.903616194,1.166190379,0.401633791,0.06205146,5.296721068,2.473133336,0.513154317,-1.404314088
1,2.675175783,1.086848019,0.406271627,0.066398702,1.196045809,1.086809164,0.779244393,-0.525681051
1,2.533901012,0.999541179,0.394467335,0.077852688,-1.339941384,-0.438675855,0.101987876,1.789315374
1,2.657383441,1.116566752,0.42017525,0.073684816,0.876660037,1.606075267,1.576947371,0.946935451
1,2.356233937,1.215103981,0.515697513,0.086528442,-4.529197494,3.327785356,7.057417769,3.542795909
1,2.540601218,0.969259306,0.381507849,0.0787112,-1.219667691,-0.967781532,-0.641546439,1.962831669
1,2.680399245,0.996930154,0.371933456,0.06672745,1.289810835,-0.48429748,-1.190865271,-0.459236899
1,2.527228117,1.053665363,0.416925309,0.080454903,-1.459724803,0.507019029,1.390486042,2.315256261
1,2.398153563,0.850505267,0.354650044,0.088435061,-3.776709033,-3.042733592,-2.1824794,3.92814785
1,2.78724762,0.892073874,0.320055479,0.064621725,3.207818635,-2.316418375,-4.167299307,-0.884830732
0,2.620263886,1.059726178,0.404434906,0.081003079,0.149615526,0.839837744,0.482872764,-0.826340143
0,2.896435964,1.021488578,0.352670865,0.067571638,6.103338284,-0.407995214,-2.450759388,-3.981176634
0,2.671022548,1.029438025,0.38540971,0.075507596,1.243871714,-0.148575627,-0.595345364,-2.117143606
0,2.766936058,1.034958866,0.374045097,0.073217692,3.311576937,0.031589645,-1.239413972,-2.655006572
0,2.69632316,1,0.370875426,0.0734903,1.789302776,-1.109246216,-1.419049278,-2.590975153
0,2.832978336,1.057333044,0.373223131,0.073612114,4.735317568,0.761741027,-1.285997395,-2.562362924
0,2.710915519,1.08845884,0.401509687,0.075980066,2.103885115,1.777489785,0.317091327,-2.006167896
0,2.780037331,1.010455848,0.363468446,0.068929588,3.594014416,-0.768033589,-1.838826292,-3.66221547
0,2.731024064,0.988835069,0.362074828,0.074205613,2.537385507,-1.47359882,-1.917807022,-2.422959252
0,2.857236885,0.966872085,0.338394093,0.065855213,5.258283827,-2.190331432,-3.259869282,-4.384338357
0,2.748134872,0.998786653,0.363441643,0.071084379,2.906260613,-1.148842181,-1.840345301,-3.156088394
0,2.881408363,0.958665294,0.332707195,0.063138394,5.779373003,-2.458149089,-3.58216383,-5.022476717
0,2.858269365,1.05128665,0.36780531,0.061102853,5.28054205,0.564425038,-1.593042465,-5.500593602
0,2.945123159,1.02480161,0.347965621,0.071656524,7.15293774,-0.299878816,-2.717420459,-3.021700655
0,3.130520867,0.846321038,0.270345119,0.061245354,11.14974496,-6.124353714,-7.116420204,-5.467122411
0,2.673899157,0.992655959,0.371239116,0.072227387,1.305885702,-1.348909164,-1.398437799,-2.887613621
0,2.750721034,1.05266714,0.382687712,0.074755061,2.962013149,0.609475499,-0.74960957,-2.293902432
0,2.667145515,1.059102504,0.397092134,0.077703523,1.160290556,0.819484981,0.066734619,-1.601354618
0,2.807046067,1.070410098,0.381329723,0.072428804,4.176269235,1.188493205,-0.826571156,-2.840304023
0,2.766936058,1.071780323,0.387352761,0.068145967,3.311576937,1.233208657,-0.485226471,-3.846275733
0,2.780037331,1.032740481,0.371484393,0.066306521,3.594014416,-0.040804387,-1.384537163,-4.278332961
0,2.711889242,1.10378229,0.407015992,0.069797045,2.124876653,2.277550082,0.6291511,-3.458463185
0,2.793567696,1.14572193,0.410128572,0.066368339,3.88570227,3.646194177,0.805550878,-4.263813039
0,2.660674855,1.18668411,0.446008691,0.075436712,1.020795962,4.982940167,2.838990898,-2.133793199
0,2.967301129,1.022042319,0.344434985,0.064892274,7.631050831,-0.389924592,-2.917512825,-4.610517568
0,2.689119204,1.022816624,0.380353769,0.077954963,1.633999749,-0.364656196,-0.881881551,-1.542295241
0,2.866327777,1.05167352,0.36690623,0.066440652,5.454265443,0.577050021,-1.643996153,-4.246827849
0,3.604542365,1.062096408,0.294654994,0.039278282,21.36870917,0.917187057,-5.738702611,-10.62684578
0,2.80074841,1.067176353,0.381032566,0.072196238,4.040504246,1.082964261,-0.843411974,-2.894930176
